,BusinessTravel,DailyRate,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
199,Travel_Frequently,1479,384,3,84,3,2,Manufacturing Director,2,6397,26767,1,Y,No,20,4,80,1,6,6,1,6,5,1,4
200,Travel_Rarely,797,385,1,96,3,5,Research Director,2,19144,15815,3,Y,No,14,3,80,2,28,4,2,10,4,1,6
201,Travel_Rarely,1070,386,3,45,3,4,Research Director,3,17584,21016,3,Y,Yes,16,3,80,3,21,5,2,5,3,1,3
202,Travel_Rarely,147,389,2,37,3,2,Laboratory Technician,4,5415,15972,3,Y,Yes,19,3,80,1,12,4,3,10,7,0,8
203,Travel_Frequently,496,390,1,60,3,2,Healthcare Representative,1,4741,22722,1,Y,Yes,13,3,80,1,5,3,3,5,3,3,3
204,Travel_Rarely,1372,391,4,42,3,1,Research Scientist,4,2115,15881,1,Y,No,12,3,80,0,17,3,3,17,12,5,7
205,Travel_Frequently,920,392,4,43,3,1,Laboratory Technician,3,3161,19920,3,Y,Yes,22,4,80,1,19,0,1,1,0,0,0
206,Travel_Rarely,688,393,4,82,3,2,Healthcare Representative,4,5745,18899,9,Y,No,14,3,80,1,10,2,3,2,2,1,2
207,Travel_Rarely,1449,394,1,45,3,1,Laboratory Technician,2,2373,14180,2,Y,Yes,13,3,80,1,5,2,3,3,2,0,2
208,Travel_Rarely,1117,395,4,66,3,1,Research Scientist,4,3310,4488,1,Y,No,21,4,80,0,5,3,3,5,3,0,2
209,Travel_Frequently,636,396,3,35,3,5,Research Director,1,18665,25594,9,Y,Yes,11,3,80,0,22,4,3,3,2,1,2
210,Travel_Rarely,506,397,3,30,3,2,Research Scientist,2,4485,26285,4,Y,No,12,3,80,0,10,2,3,8,0,7,7
211,Travel_Frequently,889,403,2,53,3,1,Research Scientist,4,2326,11411,1,Y,Yes,12,3,80,3,4,3,2,4,2,1,2
212,Travel_Rarely,230,405,3,54,3,1,Laboratory Technician,3,1420,25233,1,Y,No,13,3,80,0,0,2,3,0,0,0,0
213,Travel_Frequently,566,407,3,81,4,1,Laboratory Technician,4,3688,7122,4,Y,No,18,3,80,2,4,2,3,1,0,0,0
214,Travel_Rarely,1302,408,4,84,1,2,Manufacturing Director,2,5482,16321,5,Y,No,18,3,80,1,13,3,3,4,1,1,2
215,Travel_Rarely,1476,412,2,68,4,2,Healthcare Representative,1,5661,4824,0,Y,No,19,3,80,0,9,2,3,8,3,0,7
216,Travel_Rarely,1132,417,3,48,4,3,Healthcare Representative,4,9613,10942,0,Y,No,17,3,80,3,19,5,2,18,10,3,7
217,Non-Travel,1105,419,2,47,3,2,Laboratory Technician,2,5674,6927,7,Y,No,15,3,80,1,11,3,3,9,8,0,8
218,Travel_Rarely,849,421,1,81,2,3,Research Director,2,12061,26707,3,Y,No,17,3,80,1,19,2,3,10,8,0,1
219,Non-Travel,390,422,4,32,1,2,Healthcare Representative,3,5660,17056,2,Y,Yes,13,3,80,1,12,2,3,5,3,1,2
220,Travel_Rarely,691,423,3,86,3,1,Research Scientist,4,4821,10077,0,Y,Yes,12,3,80,1,6,4,3,5,2,0,3
221,Travel_Frequently,1249,425,1,97,3,3,Laboratory Technician,1,5210,20308,1,Y,No,18,3,80,1,24,2,3,24,9,9,11
222,Travel_Rarely,192,426,3,32,3,1,Research Scientist,4,2695,7747,0,Y,Yes,18,3,80,1,3,2,1,2,2,2,2
223,Travel_Frequently,553,428,4,74,3,3,Manager,2,11878,23364,6,Y,No,11,3,80,2,12,2,3,10,6,8,8
224,Travel_Rarely,117,429,3,99,3,4,Manager,1,17068,5355,1,Y,Yes,14,3,80,0,21,3,3,21,9,11,10
225,Travel_Frequently,185,430,3,33,3,1,Laboratory Technician,4,2455,10675,0,Y,No,19,3,80,0,9,5,3,8,7,1,7
226,Travel_Rarely,1091,431,3,90,2,4,Healthcare Representative,3,13964,17810,7,Y,Yes,12,3,80,0,25,2,3,7,1,0,7
227,Travel_Rarely,723,433,3,85,2,2,Research Scientist,2,4941,17747,2,Y,No,15,3,80,0,11,3,2,8,2,7,7
228,Travel_Rarely,1220,434,3,85,3,1,Research Scientist,2,2478,20938,1,Y,Yes,12,3,80,0,4,2,2,4,3,1,2
229,Travel_Rarely,1018,439,1,74,4,2,Research Scientist,4,5055,10557,7,Y,No,16,3,80,0,10,0,2,7,7,0,7
230,Travel_Rarely,1157,440,1,84,1,1,Research Scientist,4,3464,24737,5,Y,Yes,13,3,80,0,5,4,2,3,2,2,2
231,Travel_Rarely,1275,441,4,64,3,2,Research Scientist,4,5775,11934,1,Y,No,13,3,80,2,11,2,3,10,8,1,9
232,Travel_Frequently,798,442,3,48,2,3,Manufacturing Director,3,8943,14034,1,Y,No,24,4,80,1,10,2,3,10,9,8,9
233,Travel_Frequently,672,444,3,54,2,5,Manager,4,19272,21141,1,Y,No,15,3,80,1,21,2,3,21,9,13,3
234,Travel_Rarely,1482,447,4,42,3,5,Research Director,3,18300,16375,4,Y,No,11,3,80,1,21,2,3,3,2,1,1
235,Travel_Frequently,559,448,3,82,2,2,Laboratory Technician,3,5257,6227,1,Y,No,11,3,80,1,9,3,4,9,7,0,0
236,Travel_Frequently,928,450,4,31,3,2,Research Scientist,3,4869,16885,3,Y,No,12,3,80,0,20,4,2,4,3,0,3
237,Travel_Rarely,1001,451,3,43,3,3,Healthcare Representative,1,9985,9262,8,Y,No,16,3,80,1,10,1,2,1,0,0,0
238,Travel_Rarely,549,452,4,75,3,2,Research Scientist,4,3697,9278,9,Y,No,14,3,80,2,12,3,3,10,9,9,8
239,Travel_Rarely,318,454,2,77,1,1,Laboratory Technician,1,2119,4759,1,Y,Yes,11,3,80,0,7,4,2,7,7,0,7
240,Travel_Rarely,738,455,2,30,2,1,Laboratory Technician,4,3983,7621,0,Y,No,17,3,80,0,4,2,3,3,2,2,2
241,Travel_Rarely,1192,460,4,61,3,2,Manufacturing Director,4,6347,23177,7,Y,No,16,3,80,2,8,2,2,6,2,0,4
242,Travel_Rarely,343,461,3,92,2,3,Research Director,4,11510,15682,0,Y,Yes,14,3,80,1,12,3,3,11,10,2,9
243,Travel_Rarely,1232,462,3,39,3,3,Manufacturing Director,4,7143,25713,1,Y,Yes,14,3,80,0,11,2,2,11,9,4,10
244,Travel_Rarely,1296,464,3,62,3,3,Manufacturing Director,2,8095,18264,0,Y,No,13,3,80,0,17,5,3,16,6,0,13
245,Travel_Rarely,1309,465,3,83,3,1,Research Scientist,4,2904,16092,1,Y,No,12,3,80,2,4,2,2,4,2,0,2
246,Travel_Rarely,483,466,4,95,2,2,Manufacturing Director,2,6032,10110,6,Y,Yes,15,3,80,0,8,3,3,5,4,1,2
247,Travel_Rarely,810,468,1,44,3,4,Research Director,4,15992,15901,2,Y,No,14,3,80,0,16,2,3,1,0,0,0
248,Travel_Rarely,1062,471,3,75,3,1,Laboratory Technician,2,2370,3956,1,Y,No,13,3,80,1,8,4,3,8,0,0,7
249,Travel_Rarely,1319,474,3,51,4,2,Research Scientist,1,5974,17001,4,Y,Yes,13,3,80,2,13,2,3,7,7,6,7
250,Travel_Rarely,1332,477,1,98,2,2,Healthcare Representative,4,6781,17078,3,Y,No,23,4,80,0,14,6,3,1,0,0,0
251,Travel_Rarely,593,482,4,88,3,2,Healthcare Representative,3,6755,2967,2,Y,No,11,3,80,0,15,2,3,3,2,1,2
252,Travel_Rarely,1171,483,4,46,4,1,Laboratory Technician,3,2213,22495,3,Y,Yes,13,3,80,1,10,3,3,7,7,1,7
253,Travel_Rarely,921,486,3,98,3,1,Laboratory Technician,1,3452,17663,6,Y,No,20,4,80,1,17,3,3,5,4,0,3
254,Non-Travel,1144,487,3,30,3,2,Manufacturing Director,3,5258,16044,2,Y,No,14,3,80,0,7,2,4,1,0,0,0
255,Travel_Rarely,1046,491,4,100,2,3,Healthcare Representative,4,10496,2755,6,Y,No,15,3,80,0,20,2,3,4,3,1,3
256,Travel_Rarely,408,493,3,42,2,1,Research Scientist,2,2657,7551,0,Y,Yes,16,3,80,0,3,5,3,2,2,2,2
257,Travel_Rarely,1283,495,4,54,3,1,Research Scientist,4,2201,18168,9,Y,No,16,3,80,0,6,4,3,3,2,1,2
258,Travel_Rarely,755,496,3,97,2,2,Healthcare Representative,2,6540,19394,9,Y,No,19,3,80,0,10,5,3,1,1,0,0
259,Travel_Rarely,1469,497,4,82,3,1,Laboratory Technician,2,3816,17881,1,Y,No,11,3,80,1,5,2,3,5,2,0,4
260,Travel_Rarely,1261,499,2,31,2,3,Healthcare Representative,3,10965,12066,8,Y,No,24,4,80,0,26,2,3,5,2,0,0
261,Travel_Rarely,329,501,4,96,3,1,Research Scientist,3,2543,11868,4,Y,No,13,3,80,1,6,3,3,2,2,2,2
262,Travel_Rarely,1311,505,3,97,3,4,Manager,4,16659,23258,2,Y,Yes,13,3,80,0,30,2,3,5,4,1,2
263,Travel_Frequently,575,510,3,73,3,1,Research Scientist,1,3102,6582,0,Y,No,22,4,80,0,7,2,3,6,4,0,4
264,Travel_Rarely,253,511,1,43,3,1,Research Scientist,2,2244,24440,1,Y,No,13,3,80,1,2,1,3,2,1,1,2
265,Travel_Frequently,464,514,3,40,3,1,Research Scientist,4,2285,3427,9,Y,Yes,23,4,80,0,3,4,3,1,0,0,0
266,Travel_Rarely,1107,515,4,95,3,1,Laboratory Technician,1,3034,26914,1,Y,No,12,3,80,1,18,2,2,18,7,12,17
267,Travel_Rarely,201,517,2,95,3,1,Laboratory Technician,1,2576,20490,3,Y,No,16,3,80,1,8,5,3,5,2,1,2
268,Travel_Rarely,1305,518,3,49,3,2,Manufacturing Director,2,4197,21123,2,Y,Yes,12,3,80,0,18,2,2,1,0,0,1
269,Travel_Rarely,982,520,1,59,2,4,Research Director,2,14336,4345,1,Y,No,11,3,80,1,25,3,3,25,10,3,9
270,Travel_Rarely,555,521,2,78,2,2,Laboratory Technician,3,3448,13436,6,Y,No,22,4,80,1,20,3,3,1,0,0,0
271,Travel_Rarely,821,522,1,86,3,5,Research Director,1,19406,8509,4,Y,No,11,3,80,1,24,4,2,4,2,1,2
272,Travel_Rarely,480,524,2,31,3,2,Manufacturing Director,1,4306,4156,1,Y,No,12,3,80,1,13,5,1,13,10,3,12
273,Travel_Frequently,313,525,4,61,3,1,Laboratory Technician,4,2258,15238,7,Y,No,20,4,80,1,8,1,3,3,2,1,2
274,Travel_Rarely,1473,526,3,74,3,2,Healthcare Representative,3,4522,2227,4,Y,Yes,14,3,80,0,8,3,3,5,2,0,2
275,Non-Travel,1063,529,2,72,3,2,Research Scientist,3,4449,23866,3,Y,Yes,15,3,80,2,15,2,3,13,11,10,7
276,Travel_Rarely,329,530,4,98,2,1,Laboratory Technician,1,2218,16193,1,Y,No,12,3,80,1,4,3,3,4,2,3,2
277,Travel_Frequently,1218,531,2,52,3,5,Manager,3,19197,8213,1,Y,Yes,14,3,80,1,21,3,3,21,8,1,6
278,Travel_Rarely,1300,536,3,79,3,2,Laboratory Technician,1,4558,13535,1,Y,No,12,3,80,1,10,2,3,10,0,1,8
279,Travel_Rarely,688,538,1,91,3,1,Laboratory Technician,1,4031,9396,5,Y,No,13,3,80,1,6,5,3,2,2,0,2
280,Travel_Rarely,319,543,4,39,2,3,Manufacturing Director,3,7969,19609,2,Y,Yes,14,3,80,0,28,4,3,5,4,0,4
281,Travel_Rarely,192,544,1,69,3,1,Research Scientist,4,2654,9655,3,Y,No,21,4,80,2,8,3,2,2,2,0,2
282,Travel_Rarely,1490,546,4,30,3,4,Manager,4,16555,10310,2,Y,No,13,3,80,0,31,2,1,5,2,1,4
283,Travel_Frequently,532,547,1,92,3,2,Research Scientist,3,4556,12932,2,Y,No,11,3,80,1,19,3,3,5,4,0,2
284,Travel_Rarely,317,548,3,43,1,2,Manufacturing Director,4,6091,24793,2,Y,No,20,4,80,0,11,2,3,5,4,0,2
285,Travel_Rarely,422,549,1,41,3,5,Manager,1,19566,3854,5,Y,No,11,3,80,0,33,5,1,29,8,11,10
286,Travel_Rarely,1485,550,3,87,3,2,Manufacturing Director,3,4810,26314,2,Y,No,14,3,80,1,19,5,2,10,7,0,8
287,Travel_Frequently,1368,551,4,88,2,2,Healthcare Representative,4,4523,4386,0,Y,No,11,3,80,3,7,4,4,6,5,0,4
288,Travel_Frequently,1490,556,4,42,3,1,Laboratory Technician,4,1702,12106,1,Y,Yes,23,4,80,1,1,3,3,1,0,0,0
289,Travel_Rarely,1349,560,1,90,3,1,Research Scientist,4,2886,3032,1,Y,No,22,4,80,2,3,3,1,3,2,0,2
290,Non-Travel,1400,562,3,53,3,1,Laboratory Technician,4,2097,16734,4,Y,No,15,3,80,1,9,3,1,5,3,1,4
291,Travel_Rarely,986,564,2,93,2,3,Research Director,3,11935,21526,1,Y,No,18,3,80,0,10,2,3,10,2,0,7
292,Travel_Rarely,408,565,3,71,2,1,Research Scientist,2,2546,18300,5,Y,No,16,3,80,0,6,2,4,2,2,1,1
293,Travel_Rarely,1099,569,2,88,2,4,Manager,3,17046,9314,0,Y,No,15,3,80,1,28,2,3,27,10,15,7
294,Non-Travel,1116,571,3,49,3,1,Laboratory Technician,4,2564,7181,0,Y,No,14,3,80,0,12,2,2,11,7,6,7
295,Travel_Rarely,983,574,1,65,3,2,Manufacturing Director,4,5070,7389,5,Y,No,13,3,80,3,20,2,3,5,0,0,4
296,Travel_Rarely,1009,575,1,51,3,4,Research Director,3,17861,2288,6,Y,No,13,3,80,0,26,2,1,3,2,0,1
297,Travel_Rarely,144,577,4,46,1,1,Laboratory Technician,3,4230,19225,0,Y,No,15,3,80,0,6,2,3,5,4,4,3
298,Travel_Rarely,548,578,3,42,3,2,Laboratory Technician,3,3780,23428,7,Y,No,11,3,80,0,19,3,3,1,0,0,0
299,Travel_Rarely,1303,579,4,62,2,1,Research Scientist,3,2768,8416,3,Y,No,12,3,80,1,14,3,3,7,3,5,7
300,Travel_Rarely,1274,581,3,33,3,3,Manufacturing Director,2,10648,14394,1,Y,No,25,4,80,1,13,6,4,13,8,0,8
301,Travel_Rarely,1277,582,2,56,3,3,Manager,3,13610,24619,7,Y,Yes,12,3,80,0,15,2,4,7,6,7,7
302,Travel_Rarely,587,584,1,38,1,1,Laboratory Technician,4,3408,6705,7,Y,No,13,3,80,3,8,2,3,4,3,1,3
303,Travel_Rarely,1276,586,4,72,3,3,Healthcare Representative,3,7632,14295,4,Y,Yes,12,3,80,0,10,2,3,8,7,0,0
304,Travel_Frequently,534,587,1,66,3,3,Healthcare Representative,3,9824,22908,3,Y,No,12,3,80,0,12,2,3,1,0,0,0
305,Travel_Frequently,1474,591,2,97,3,1,Laboratory Technician,3,2093,9260,4,Y,No,17,3,80,1,8,4,3,2,2,2,0
306,Travel_Frequently,1368,593,3,99,2,1,Laboratory Technician,3,3894,9129,5,Y,No,16,3,80,0,4,3,3,2,2,1,2
307,Travel_Rarely,302,601,2,75,3,4,Manufacturing Director,3,13237,20364,7,Y,No,15,3,80,0,22,3,3,20,6,5,13
308,Travel_Frequently,443,602,3,48,3,1,Laboratory Technician,3,3755,17872,1,Y,No,11,3,80,1,8,3,3,8,3,0,7
309,Travel_Rarely,319,605,4,56,3,3,Manufacturing Director,1,7406,6950,1,Y,Yes,21,4,80,1,10,5,2,10,9,5,8
310,Travel_Rarely,232,611,4,34,3,2,Manufacturing Director,4,4262,22645,4,Y,No,12,3,80,2,8,2,4,3,2,1,2
311,Travel_Rarely,922,612,1,95,4,4,Research Director,3,16184,22578,4,Y,No,19,3,80,1,10,2,3,6,1,0,5
312,Non-Travel,509,616,1,62,2,2,Healthcare Representative,3,6811,2112,2,Y,Yes,17,3,80,0,10,3,3,8,7,0,7
313,Travel_Rarely,471,622,3,66,1,1,Laboratory Technician,4,2340,23213,1,Y,Yes,18,3,80,0,1,3,1,1,0,0,0
314,Travel_Rarely,799,623,2,59,3,3,Manufacturing Director,4,7491,23848,4,Y,No,17,3,80,0,12,3,4,6,5,1,2
315,Travel_Frequently,1034,624,1,86,3,3,Healthcare Representative,3,10527,8984,5,Y,No,11,3,80,0,28,3,2,2,2,1,2
316,Travel_Rarely,956,630,4,78,3,2,Research Scientist,1,5577,22087,3,Y,Yes,12,3,80,2,18,3,3,10,9,6,9
317,Travel_Rarely,1495,634,3,76,3,2,Healthcare Representative,3,9824,22174,3,Y,No,19,3,80,1,18,4,3,1,0,0,0
318,Travel_Rarely,446,635,2,65,3,2,Manufacturing Director,2,6447,15701,6,Y,No,12,3,80,1,8,2,2,6,5,4,3
319,Travel_Rarely,1245,638,4,58,2,5,Research Director,3,19502,2125,1,Y,Yes,17,3,80,1,31,5,3,31,9,0,9
320,Travel_Rarely,691,639,2,89,4,1,Research Scientist,4,2725,21630,1,Y,Yes,11,3,80,2,6,3,3,6,5,1,4
321,Travel_Rarely,823,643,4,94,2,1,Laboratory Technician,2,2127,9100,1,Y,No,21,4,80,1,1,2,3,1,0,0,0
322,Travel_Frequently,1287,647,1,55,3,1,Laboratory Technician,3,2886,14168,1,Y,Yes,16,3,80,1,6,4,3,6,3,1,2
323,Travel_Rarely,254,649,2,83,2,1,Research Scientist,4,3622,22794,1,Y,Yes,13,3,80,1,6,3,3,6,5,1,3
324,Travel_Rarely,538,652,1,54,2,2,Laboratory Technician,4,3681,14004,4,Y,No,14,3,80,0,9,3,3,3,2,0,2
325,Travel_Rarely,798,655,1,66,2,1,Research Scientist,3,2187,5013,0,Y,No,12,3,80,2,6,5,2,5,3,0,3
326,Travel_Rarely,959,657,4,83,2,1,Research Scientist,2,2836,11757,1,Y,No,13,3,80,0,1,0,4,1,0,0,0
327,Travel_Rarely,622,659,3,81,3,2,Healthcare Representative,4,4089,5718,1,Y,No,13,3,80,2,10,4,3,10,2,2,2
328,Travel_Rarely,782,661,2,50,2,4,Research Director,4,16627,2671,4,Y,Yes,14,3,80,1,21,3,2,1,0,0,0
329,Travel_Rarely,362,662,3,43,3,1,Research Scientist,1,2619,14561,3,Y,No,17,3,80,0,8,3,2,0,0,0,0
330,Travel_Frequently,1001,663,4,72,3,2,Laboratory Technician,3,5679,19627,3,Y,Yes,13,3,80,1,10,3,3,8,7,4,7
331,Travel_Rarely,1236,664,4,40,2,4,Manager,1,15402,17997,7,Y,No,11,3,80,1,21,3,1,3,2,0,2
332,Travel_Rarely,1315,671,4,35,3,5,Manager,4,19513,9358,4,Y,Yes,12,3,80,1,26,2,4,2,2,0,1
333,Travel_Rarely,604,675,1,69,3,1,Research Scientist,3,2773,12145,0,Y,No,20,4,80,0,3,3,3,2,2,2,2
334,Travel_Rarely,646,679,1,92,3,2,Research Scientist,4,6322,18089,1,Y,Yes,12,3,80,1,6,2,2,6,4,0,5
335,Travel_Frequently,160,680,3,71,3,1,Research Scientist,3,2083,22653,1,Y,No,20,4,80,1,1,2,3,1,0,0,0
336,Travel_Rarely,1397,683,2,42,3,1,Research Scientist,4,2691,7660,1,Y,No,12,3,80,1,10,4,2,10,9,8,8
337,Travel_Rarely,991,686,3,71,3,1,Laboratory Technician,4,2659,17759,1,Y,Yes,13,3,80,1,3,2,3,3,2,0,2
338,Travel_Rarely,482,689,3,36,3,3,Manufacturing Director,3,9434,9606,1,Y,No,15,3,80,1,10,2,3,10,7,7,8
339,Travel_Rarely,1017,691,2,82,1,2,Research Scientist,4,6646,19368,1,Y,No,13,3,80,0,17,3,3,17,11,11,8
340,Travel_Frequently,1296,692,3,30,3,2,Healthcare Representative,4,7725,5335,3,Y,No,23,4,80,1,15,2,1,13,11,4,7
341,Travel_Rarely,913,699,2,48,2,2,Manufacturing Director,2,8847,13934,2,Y,Yes,11,3,80,1,13,2,3,3,2,0,2
342,Travel_Rarely,1115,700,1,54,2,1,Research Scientist,4,2045,15174,0,Y,No,13,3,80,0,5,0,3,4,2,1,1
343,Travel_Rarely,1362,701,4,32,3,1,Research Scientist,3,1009,26999,1,Y,Yes,11,3,80,0,1,5,3,1,0,1,1
344,Travel_Frequently,1076,702,1,70,3,1,Research Scientist,1,3348,3164,1,Y,Yes,11,3,80,0,10,3,3,10,8,9,7
345,Non-Travel,727,704,3,41,2,1,Laboratory Technician,3,1281,16900,1,Y,No,18,3,80,2,1,3,3,1,0,0,0
346,Travel_Rarely,885,705,1,58,4,1,Research Scientist,1,2819,8544,2,Y,No,16,3,80,1,5,3,4,3,2,0,2
347,Travel_Frequently,806,710,2,76,1,1,Research Scientist,4,2720,18959,1,Y,No,18,3,80,1,10,5,3,10,7,2,8
348,Travel_Rarely,1225,715,4,80,4,1,Research Scientist,4,4680,15232,3,Y,No,17,3,80,0,4,2,3,1,0,0,0
349,Travel_Rarely,1207,716,4,74,4,1,Laboratory Technician,3,3221,3297,1,Y,Yes,11,3,80,3,20,3,3,20,8,3,8
350,Travel_Rarely,1442,717,4,46,2,3,Healthcare Representative,2,8621,17654,1,Y,No,14,3,80,0,9,3,4,8,7,7,7
351,Travel_Rarely,408,721,4,80,2,2,Healthcare Representative,3,4553,20978,1,Y,No,11,3,80,0,20,4,3,20,7,11,10
352,Travel_Rarely,827,724,2,33,4,2,Healthcare Representative,4,7625,19383,0,Y,No,13,3,80,0,10,4,2,9,7,1,8
353,Travel_Rarely,608,725,3,68,3,3,Manufacturing Director,1,7412,6009,1,Y,No,11,3,80,0,9,3,3,9,7,0,7
354,Travel_Rarely,1018,727,3,39,3,3,Research Director,4,11159,19373,3,Y,No,15,3,80,0,10,6,3,7,7,7,7
355,Travel_Rarely,970,730,3,59,4,4,Research Director,3,14814,13514,3,Y,No,19,3,80,0,32,3,3,5,1,1,3
356,Travel_Frequently,294,733,4,32,3,3,Manufacturing Director,1,8793,4809,1,Y,No,21,4,80,2,9,4,2,9,7,1,7
357,Travel_Rarely,654,741,1,67,1,1,Research Scientist,2,2216,3872,7,Y,Yes,13,3,80,0,10,4,3,7,7,3,7
358,Non-Travel,427,742,1,63,4,3,Research Director,1,11713,20335,9,Y,No,14,3,80,1,10,2,3,8,7,0,5
359,Travel_Rarely,168,743,3,81,3,3,Manufacturing Director,3,7861,15397,4,Y,Yes,14,3,80,0,10,4,4,1,0,0,0
360,Non-Travel,381,744,1,49,1,1,Laboratory Technician,3,3708,2104,2,Y,No,14,3,80,0,9,5,3,5,2,1,4
361,Travel_Frequently,933,752,3,57,4,1,Research Scientist,3,2759,20366,6,Y,Yes,12,3,80,0,7,2,3,2,2,2,2
362,Travel_Rarely,970,757,2,96,3,2,Healthcare Representative,3,6142,7360,3,Y,No,11,3,80,0,10,2,3,5,1,4,3
363,Travel_Rarely,650,758,2,37,3,1,Laboratory Technician,1,2500,4344,1,Y,No,14,3,80,1,5,2,4,4,3,0,2
364,Travel_Rarely,832,762,3,81,3,4,Healthcare Representative,4,11103,20420,7,Y,No,11,3,80,0,30,1,2,10,7,1,1
365,Travel_Rarely,804,763,4,86,2,1,Research Scientist,4,2342,22929,0,Y,Yes,20,4,80,0,5,2,2,4,2,2,3
366,Travel_Rarely,975,764,4,55,2,2,Healthcare Representative,1,6811,23398,8,Y,No,19,3,80,0,9,2,1,7,6,0,7
367,Travel_Rarely,346,769,4,86,3,2,Laboratory Technician,4,2450,10919,2,Y,No,17,3,80,0,19,4,3,2,2,2,2
368,Non-Travel,1225,771,4,61,3,2,Healthcare Representative,1,5093,4761,2,Y,No,11,3,80,1,16,2,4,1,0,0,0
369,Travel_Frequently,430,772,1,80,3,2,Laboratory Technician,4,5309,21146,1,Y,No,15,3,80,2,10,2,3,10,8,4,7
370,Travel_Rarely,268,773,4,92,3,1,Research Scientist,3,3057,20471,6,Y,Yes,13,3,80,1,6,0,1,1,0,0,1
371,Travel_Rarely,167,775,2,32,3,2,Manufacturing Director,1,5121,4187,3,Y,No,14,3,80,1,7,3,3,0,0,0,0
372,Travel_Rarely,527,780,4,63,3,1,Research Scientist,4,2686,5207,1,Y,Yes,13,3,80,0,10,2,2,10,9,7,8
373,Travel_Rarely,310,784,1,79,4,1,Research Scientist,3,3505,19630,1,Y,No,18,3,80,0,2,3,3,2,2,0,2
374,Travel_Rarely,725,787,4,78,3,5,Manager,1,19859,21199,5,Y,Yes,13,3,80,1,24,2,3,5,2,1,4
375,Non-Travel,715,791,4,41,3,1,Research Scientist,4,4258,26589,0,Y,No,18,3,80,1,5,3,3,4,3,1,2
376,Travel_Frequently,575,792,1,71,1,1,Laboratory Technician,4,4364,5288,3,Y,No,14,3,80,1,5,2,3,2,2,2,0
377,Travel_Rarely,657,793,2,66,3,2,Healthcare Representative,3,4335,25549,4,Y,No,12,3,80,1,11,3,2,8,7,1,1
378,Travel_Rarely,182,797,2,72,4,1,Research Scientist,4,3280,13551,2,Y,No,16,3,80,0,10,2,3,4,2,1,3
379,Travel_Rarely,376,799,4,95,3,2,Manufacturing Director,1,5485,22670,9,Y,Yes,11,3,80,2,9,4,3,5,3,1,4
380,Travel_Rarely,571,802,4,82,3,1,Research Scientist,1,2782,19905,0,Y,Yes,13,3,80,2,6,3,2,5,3,4,3
381,Travel_Frequently,240,803,1,75,4,2,Manufacturing Director,1,5980,26085,6,Y,Yes,12,3,80,0,17,2,3,15,7,4,12
382,Travel_Rarely,121,804,3,86,2,1,Research Scientist,1,4381,7530,1,Y,No,11,3,80,0,6,3,3,6,5,1,3
383,Travel_Rarely,921,806,4,38,1,1,Laboratory Technician,3,3833,24375,3,Y,No,21,4,80,2,7,2,3,2,2,0,2
384,Travel_Frequently,791,807,3,38,4,2,Healthcare Representative,2,4244,9931,1,Y,No,24,4,80,1,8,2,3,8,7,3,7
385,Travel_Frequently,570,809,2,66,3,5,Manager,4,18430,16225,1,Y,No,13,3,80,1,24,4,2,24,7,14,9
386,Travel_Rarely,1243,811,3,63,4,1,Laboratory Technician,1,1601,3445,1,Y,Yes,21,4,80,2,1,2,3,0,0,0,0
387,Non-Travel,1092,812,3,60,2,1,Laboratory Technician,2,2694,26551,1,Y,No,11,3,80,3,1,4,3,1,0,0,0
388,Travel_Rarely,1325,813,4,82,3,2,Laboratory Technician,3,3149,21821,8,Y,No,20,4,80,1,9,3,3,5,2,1,4
389,Travel_Rarely,691,815,3,64,3,4,Research Director,3,17639,6881,5,Y,No,16,3,80,0,30,3,3,4,3,0,3
390,Travel_Rarely,805,816,2,36,2,1,Laboratory Technician,1,2319,6689,1,Y,Yes,11,3,80,1,1,1,3,1,0,0,0
391,Travel_Rarely,213,817,3,49,3,3,Research Director,3,11691,25995,0,Y,No,11,3,80,0,14,3,4,13,9,3,7
392,Travel_Rarely,202,820,3,33,3,4,Manager,4,16752,12982,1,Y,Yes,11,3,80,1,26,3,2,26,14,3,0
393,Travel_Rarely,676,823,3,35,3,2,Manufacturing Director,2,5228,23361,0,Y,No,15,3,80,1,10,2,3,9,7,0,5
394,Travel_Rarely,1252,824,3,81,4,1,Research Scientist,3,2700,23779,1,Y,No,24,4,80,1,10,3,3,10,7,0,7
395,Travel_Rarely,286,825,4,31,3,5,Research Director,2,19246,25761,7,Y,Yes,12,3,80,0,40,2,3,31,15,13,8
396,Travel_Rarely,1258,826,4,40,4,1,Research Scientist,3,2506,13301,3,Y,No,13,3,80,0,7,0,3,2,2,2,2
397,Travel_Rarely,932,827,4,43,2,2,Manufacturing Director,4,6062,4051,9,Y,Yes,13,3,80,1,8,4,3,4,3,0,2
398,Travel_Rarely,890,828,3,46,3,1,Research Scientist,3,4382,16374,6,Y,No,17,3,80,0,5,3,2,2,2,2,1
399,Travel_Rarely,859,830,3,98,2,2,Manufacturing Director,3,6162,19124,1,Y,No,12,3,80,1,14,3,3,14,13,6,8
