,BusinessTravel,DailyRate,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
202,Non-Travel,1252,904,1,32,3,3,Sales Executive,2,7642,4814,1,Y,Yes,13,3,80,0,10,2,3,10,0,0,9
203,Travel_Rarely,821,916,1,98,3,2,Sales Executive,4,4908,24252,1,Y,No,14,3,80,0,4,3,3,4,2,0,2
204,Travel_Rarely,500,922,3,49,2,1,Sales Representative,3,2044,22052,1,Y,No,13,3,80,0,2,3,2,2,2,0,2
205,Travel_Rarely,1454,925,4,65,2,1,Sales Representative,4,3294,13137,1,Y,Yes,18,3,80,0,3,3,2,3,2,1,2
206,Travel_Rarely,462,936,3,68,2,2,Sales Executive,3,6244,7824,7,Y,No,17,3,80,0,10,6,3,5,4,0,3
207,Travel_Rarely,154,941,2,41,2,1,Sales Representative,3,2329,11737,3,Y,No,15,3,80,0,13,2,4,7,7,5,2
208,Non-Travel,1188,947,4,45,3,2,Sales Executive,3,6932,24406,1,Y,No,13,3,80,1,9,2,2,9,8,0,0
209,Travel_Rarely,867,952,3,36,2,1,Sales Representative,2,2413,18798,1,Y,Yes,18,3,80,3,1,2,3,1,0,0,0
210,Travel_Rarely,658,954,1,67,2,3,Sales Executive,2,9705,20652,2,Y,No,12,3,80,1,11,2,2,1,0,0,0
211,Travel_Frequently,1283,956,3,52,2,2,Sales Executive,1,4294,11148,1,Y,No,12,3,80,0,7,2,3,7,7,0,7
212,Travel_Rarely,419,959,4,37,2,1,Sales Representative,2,2121,9947,1,Y,Yes,13,3,80,0,1,3,4,1,0,0,0
213,Travel_Rarely,530,967,3,51,2,3,Sales Executive,4,10325,5518,1,Y,Yes,11,3,80,1,16,6,3,16,7,3,7
214,Travel_Rarely,625,970,1,46,2,3,Sales Executive,3,10609,14922,5,Y,No,11,3,80,0,17,2,1,14,1,11,7
215,Travel_Frequently,1404,974,3,84,3,1,Sales Representative,4,2157,18203,1,Y,No,15,3,80,1,3,5,3,3,1,0,2
216,Travel_Rarely,1219,975,3,86,3,2,Sales Executive,3,4601,6179,1,Y,No,16,3,80,0,5,3,3,5,2,1,0
217,Travel_Rarely,1376,981,3,45,3,4,Manager,3,14852,13938,6,Y,No,13,3,80,1,22,3,4,17,13,15,2
218,Travel_Rarely,231,982,3,62,3,3,Sales Executive,3,7264,9977,5,Y,No,11,3,80,1,10,2,4,8,4,7,7
219,Non-Travel,152,983,3,85,3,2,Sales Executive,4,5666,19899,1,Y,Yes,13,3,80,0,6,1,3,5,3,1,3
220,Travel_Rarely,882,984,4,92,3,3,Sales Executive,4,7823,6812,6,Y,No,13,3,80,1,12,2,3,10,9,0,8
221,Travel_Rarely,903,985,1,41,4,3,Sales Executive,3,7880,2560,0,Y,No,18,3,80,0,9,3,3,8,7,0,7
222,Non-Travel,1479,986,2,100,4,4,Sales Executive,2,13194,17071,4,Y,Yes,16,3,80,0,22,2,2,1,0,0,0
223,Non-Travel,1229,990,1,84,3,2,Sales Executive,4,5079,25952,4,Y,No,13,3,80,2,12,3,3,7,7,0,7
224,Non-Travel,722,992,4,38,3,4,Manager,3,17444,20489,1,Y,No,11,3,80,0,10,2,3,10,8,6,0
225,Travel_Rarely,955,1003,4,83,3,2,Sales Executive,4,4163,8571,1,Y,Yes,17,3,80,0,9,0,3,9,0,0,7
226,Travel_Rarely,265,1029,4,90,3,5,Manager,3,18303,7770,6,Y,No,13,3,80,0,21,3,4,1,0,0,0
227,Travel_Rarely,1035,1036,2,42,3,2,Sales Executive,4,6861,4981,8,Y,Yes,12,3,80,0,19,1,3,1,0,0,0
228,Non-Travel,265,1037,2,79,1,2,Sales Executive,1,4969,21813,8,Y,No,18,3,80,0,7,6,3,2,2,2,2
229,Travel_Rarely,266,1038,1,57,1,5,Manager,4,19845,25846,1,Y,No,15,3,80,1,33,3,3,32,14,6,9
230,Travel_Rarely,1448,1039,4,53,4,4,Sales Executive,4,13320,11737,3,Y,Yes,18,3,80,1,23,2,3,12,11,11,11
231,Non-Travel,145,1040,4,95,3,2,Sales Executive,3,6347,24920,0,Y,No,12,3,80,1,19,3,3,18,7,0,13
232,Non-Travel,1038,1044,2,88,2,1,Sales Representative,4,2342,21437,0,Y,No,19,3,80,0,3,2,2,2,2,2,2
233,Travel_Rarely,1234,1045,4,90,3,4,Manager,4,17650,5404,3,Y,No,13,3,80,1,26,4,4,9,3,1,1
234,Travel_Rarely,216,1047,2,75,4,2,Sales Executive,4,9725,12278,0,Y,No,11,3,80,1,16,2,2,15,1,0,9
235,Travel_Rarely,1089,1048,2,66,3,3,Manager,4,11904,11038,3,Y,Yes,14,3,80,1,14,1,1,6,4,0,4
236,Travel_Frequently,124,1050,3,38,2,3,Sales Executive,2,7525,23537,2,Y,No,12,3,80,1,30,2,3,15,7,6,12
237,Travel_Rarely,1333,1055,3,87,3,1,Sales Representative,3,2220,18410,1,Y,Yes,19,3,80,1,1,2,3,1,1,0,0
238,Travel_Rarely,1144,1056,4,74,3,1,Sales Representative,2,1052,23384,1,Y,No,22,4,80,0,1,5,3,1,0,0,0
239,Travel_Rarely,300,1066,3,74,3,2,Sales Executive,1,8396,22217,1,Y,No,14,3,80,1,8,3,2,7,7,7,5
240,Travel_Rarely,1082,1070,3,41,2,3,Sales Executive,3,10686,8392,6,Y,No,11,3,80,1,13,4,3,9,4,7,0
241,Travel_Rarely,415,1076,3,79,2,3,Sales Executive,4,10798,5268,5,Y,No,13,3,80,1,18,5,3,1,0,0,0
242,Travel_Frequently,769,1077,4,54,3,1,Sales Representative,4,2323,17205,1,Y,Yes,14,3,80,0,2,3,3,2,2,0,2
243,Travel_Rarely,1204,1100,4,86,3,3,Sales Executive,1,9582,10333,0,Y,Yes,22,4,80,0,9,2,3,8,7,4,7
244,Travel_Rarely,309,1105,4,88,2,2,Sales Executive,4,6694,24223,2,Y,Yes,14,3,80,3,8,5,3,1,0,0,0
245,Travel_Frequently,959,1113,4,81,3,2,Sales Executive,3,4728,17251,3,Y,Yes,14,3,80,0,5,4,3,0,0,0,0
246,Travel_Frequently,970,1114,4,30,3,2,Sales Executive,2,4302,13401,0,Y,No,17,3,80,1,4,3,3,3,2,0,2
247,Non-Travel,1050,1117,2,65,2,2,Sales Executive,3,5593,17970,1,Y,No,13,3,80,1,15,2,3,15,10,4,12
248,Travel_Rarely,770,1119,3,73,2,3,Sales Executive,3,8740,5569,0,Y,Yes,14,3,80,2,9,2,3,8,7,2,7
249,Travel_Rarely,406,1124,1,52,3,4,Manager,3,17465,15596,3,Y,No,12,3,80,1,23,3,3,12,9,4,9
250,Travel_Rarely,130,1125,4,32,3,3,Sales Executive,2,7351,20619,7,Y,No,16,3,80,0,10,2,3,1,0,0,0
251,Travel_Frequently,793,1135,3,67,4,1,Sales Representative,4,2791,21981,0,Y,No,12,3,80,1,3,4,3,2,2,2,2
252,Travel_Frequently,1182,1137,4,54,3,2,Sales Executive,4,4968,18500,1,Y,No,11,3,80,1,5,3,3,5,2,0,2
253,Travel_Rarely,174,1138,4,56,2,4,Sales Executive,2,13120,11879,6,Y,No,17,3,80,1,22,3,3,9,8,2,3
254,Travel_Rarely,603,1157,1,77,3,2,Sales Executive,1,8224,18385,0,Y,Yes,17,3,80,0,6,3,3,5,2,0,3
255,Travel_Rarely,1400,1163,2,70,3,2,Sales Executive,3,5714,5829,1,Y,No,20,4,80,0,6,3,2,6,5,1,3
256,Travel_Rarely,408,1165,4,45,2,3,Sales Executive,1,7336,11162,1,Y,No,13,3,80,1,11,3,1,11,8,3,10
257,Travel_Frequently,481,1167,3,44,3,4,Sales Executive,1,13758,2447,0,Y,Yes,12,3,80,0,22,2,2,21,9,13,14
258,Travel_Rarely,647,1171,2,45,3,2,Sales Executive,1,5155,2253,7,Y,No,13,3,80,0,9,3,4,6,4,1,5
259,Travel_Rarely,852,1179,3,72,2,2,Sales Executive,3,6578,2706,1,Y,No,18,3,80,1,10,3,3,10,3,1,4
260,Travel_Rarely,1372,1188,1,85,1,2,Sales Executive,3,5346,9489,8,Y,No,13,3,80,0,7,2,2,4,3,1,3
261,Non-Travel,862,1190,3,76,3,1,Sales Representative,1,2827,14947,1,Y,No,12,3,80,3,1,3,3,1,0,0,0
262,Travel_Rarely,1402,1204,3,69,3,4,Manager,1,17048,24097,8,Y,No,23,4,80,0,28,2,3,26,15,15,9
263,Travel_Rarely,1329,1211,3,61,3,2,Sales Executive,1,4115,13192,8,Y,No,19,3,80,3,8,3,3,4,3,0,3
264,Travel_Frequently,1184,1212,2,62,3,2,Sales Executive,2,4327,25440,5,Y,No,12,3,80,3,5,2,3,0,0,0,0
265,Travel_Rarely,1361,1218,3,94,3,2,Sales Executive,1,8966,21026,3,Y,Yes,15,3,80,3,15,2,3,7,7,1,7
266,Travel_Frequently,1146,1220,2,82,3,2,Sales Executive,3,4539,4905,1,Y,No,12,3,80,1,10,3,2,10,7,0,1
267,Travel_Rarely,654,1226,3,43,4,1,Sales Representative,4,2678,5050,1,Y,No,17,3,80,0,2,2,3,2,1,2,2
268,Travel_Rarely,696,1233,2,52,4,2,Sales Executive,4,5220,10893,0,Y,Yes,18,3,80,1,12,3,3,11,7,1,9
269,Travel_Rarely,107,1239,2,84,2,2,Sales Executive,2,6852,11591,7,Y,No,12,3,80,1,7,2,4,5,1,1,3
270,Travel_Rarely,1356,1240,3,57,3,2,Sales Executive,4,4950,20623,0,Y,No,14,3,80,0,5,4,3,4,3,1,1
271,Non-Travel,1212,1243,3,78,2,3,Sales Executive,4,10377,13755,4,Y,Yes,11,3,80,1,16,6,2,13,2,4,12
272,Travel_Rarely,326,1254,3,48,2,2,Sales Executive,4,5171,16490,5,Y,No,17,3,80,0,13,2,3,6,1,0,5
273,Travel_Rarely,1099,1267,2,88,3,5,Manager,2,18213,8751,7,Y,No,11,3,80,1,26,5,3,22,9,3,10
274,Travel_Rarely,536,1268,4,82,4,3,Sales Executive,3,8380,21708,0,Y,Yes,14,3,80,2,10,3,3,9,8,0,8
275,Travel_Frequently,599,1273,3,73,1,1,Sales Representative,4,1118,8040,1,Y,Yes,14,3,80,0,1,4,3,1,0,1,0
276,Travel_Rarely,1449,1277,1,94,1,5,Manager,2,18824,2493,2,Y,Yes,16,3,80,0,26,2,3,24,10,1,11
277,Travel_Rarely,168,1280,4,33,2,5,Manager,2,18789,9946,2,Y,No,14,3,80,1,26,2,3,11,4,0,8
278,Travel_Rarely,131,1281,3,86,3,2,Sales Executive,1,4538,6039,0,Y,Yes,12,3,80,0,4,3,3,3,2,0,2
279,Travel_Frequently,237,1282,4,83,3,5,Manager,2,19847,19196,4,Y,Yes,24,4,80,1,31,5,2,29,10,11,10
280,Travel_Rarely,531,1293,4,56,2,3,Sales Executive,4,10231,20364,3,Y,No,14,3,80,0,23,3,4,21,7,15,17
281,Travel_Rarely,604,1304,3,56,4,2,Sales Executive,4,6209,11693,1,Y,No,15,3,80,2,10,4,4,10,7,0,8
282,Travel_Rarely,299,1318,4,57,2,3,Sales Executive,2,9094,17235,2,Y,Yes,12,3,80,0,9,2,3,5,4,1,0
283,Travel_Rarely,1030,1319,2,64,3,3,Sales Executive,2,8446,21534,9,Y,Yes,19,3,80,0,10,2,2,8,7,7,7
284,Non-Travel,587,1324,4,57,3,3,Sales Executive,3,9852,8935,1,Y,Yes,19,3,80,1,10,5,2,10,8,9,6
285,Non-Travel,256,1329,3,40,1,2,Sales Executive,2,6151,22074,1,Y,No,13,3,80,0,19,4,3,19,2,11,9
286,Travel_Frequently,1060,1331,4,54,3,1,Sales Representative,2,2302,8319,1,Y,Yes,11,3,80,0,3,2,4,3,2,2,2
287,Travel_Frequently,1018,1349,3,66,3,2,Sales Executive,1,4103,4297,0,Y,No,17,3,80,1,10,2,3,9,3,1,7
288,Travel_Rarely,1009,1355,2,31,3,2,Sales Executive,1,6893,19461,3,Y,No,15,3,80,1,11,3,3,7,7,1,7
289,Travel_Rarely,507,1356,3,66,3,2,Sales Executive,1,6125,23553,1,Y,No,12,3,80,0,10,6,4,10,8,9,6
290,Travel_Frequently,607,1362,1,83,4,2,Sales Executive,1,4639,2261,2,Y,No,16,3,80,1,17,2,2,15,7,6,13
291,Travel_Rarely,1291,1364,3,98,4,1,Sales Representative,4,2534,6527,8,Y,No,14,3,80,1,5,4,3,1,0,0,0
292,Travel_Frequently,793,1371,4,43,1,2,Sales Executive,4,5071,20392,3,Y,No,20,4,80,0,8,3,3,6,2,0,0
293,Travel_Rarely,267,1372,1,85,4,4,Sales Executive,3,13695,9277,6,Y,Yes,17,3,80,0,24,2,2,19,7,3,8
294,Travel_Frequently,703,1379,3,90,2,1,Sales Representative,4,2785,11882,7,Y,No,14,3,80,0,3,3,4,1,0,0,0
295,Travel_Frequently,662,1380,4,67,3,2,Sales Executive,3,4614,23288,0,Y,Yes,18,3,80,1,5,0,2,4,2,3,2
296,Travel_Rarely,736,1387,3,48,2,2,Sales Executive,1,4724,24232,1,Y,No,11,3,80,1,5,0,3,5,3,0,4
297,Travel_Rarely,1498,1390,1,44,2,2,Sales Executive,4,6120,3567,3,Y,Yes,12,3,80,2,8,2,4,5,4,1,4
298,Travel_Frequently,541,1391,2,52,3,3,Sales Executive,2,10596,15395,2,Y,No,11,3,80,0,14,5,3,4,2,3,2
299,Travel_Frequently,1111,1395,2,61,3,2,Sales Executive,4,9998,19293,6,Y,No,13,3,80,0,8,2,4,5,4,1,2
300,Travel_Rarely,499,1396,3,36,3,2,Sales Executive,2,4078,20497,0,Y,Yes,13,3,80,3,4,3,2,3,2,1,2
301,Travel_Rarely,1372,1399,1,93,4,2,Sales Executive,3,6232,12477,2,Y,No,11,3,80,0,6,3,2,3,2,1,2
302,Travel_Rarely,205,1403,4,98,2,2,Sales Executive,4,5769,7100,1,Y,Yes,11,3,80,0,6,3,3,6,2,4,4
303,Travel_Rarely,1174,1425,1,99,3,2,Sales Executive,2,9278,20763,3,Y,Yes,16,3,80,0,15,3,3,5,4,0,1
304,Travel_Frequently,667,1427,2,50,1,1,Sales Representative,3,1359,16154,1,Y,No,12,3,80,0,1,3,3,1,0,0,0
305,Travel_Rarely,855,1428,4,73,3,2,Sales Executive,1,4779,12761,7,Y,No,14,3,80,2,8,3,3,3,2,0,2
306,Travel_Rarely,329,1436,3,98,2,2,Sales Executive,1,5647,13494,4,Y,No,13,3,80,2,11,3,2,3,2,0,2
307,Travel_Rarely,383,1439,1,68,2,1,Sales Representative,1,4400,15182,3,Y,No,12,3,80,0,6,2,3,3,2,2,2
308,Travel_Rarely,1476,1445,4,42,3,2,Sales Executive,3,4162,15211,1,Y,Yes,12,3,80,2,5,3,3,5,4,0,3
309,Travel_Rarely,601,1446,4,97,3,2,Sales Executive,4,9204,23343,4,Y,No,12,3,80,1,7,3,2,4,3,0,3
310,Travel_Rarely,326,1453,1,31,3,3,Sales Executive,4,10793,8386,1,Y,No,18,3,80,1,13,5,3,13,7,9,9
311,Travel_Rarely,377,1457,1,52,3,3,Sales Executive,4,10096,15986,4,Y,No,11,3,80,1,28,1,4,7,7,4,3
312,Travel_Rarely,1221,1466,3,96,3,2,Sales Executive,1,5486,24795,4,Y,No,11,3,80,3,15,3,3,2,2,2,2
313,Travel_Rarely,866,1469,4,84,3,2,Sales Executive,1,8463,23490,0,Y,No,18,3,80,0,6,4,3,5,4,1,3
314,Travel_Frequently,430,1477,4,54,3,2,Sales Executive,1,4373,17456,0,Y,No,14,3,80,2,5,2,3,4,3,0,3
315,Travel_Rarely,1326,1478,4,81,1,2,Sales Executive,1,4759,15891,3,Y,No,18,3,80,0,15,2,3,13,9,3,12
316,Travel_Rarely,1358,1479,4,96,3,2,Sales Executive,3,5301,2939,8,Y,No,15,3,80,2,4,2,2,2,1,2,2
317,Travel_Frequently,383,1481,1,79,3,2,Sales Executive,3,4768,9282,7,Y,No,12,3,80,1,11,4,2,1,0,0,0
318,Travel_Frequently,1496,1486,1,92,3,1,Sales Representative,3,2909,15747,3,Y,No,15,3,80,1,5,3,4,3,2,1,2
319,Travel_Frequently,115,1487,1,51,3,2,Sales Executive,2,5765,17485,5,Y,No,11,3,80,0,7,4,1,5,3,0,0
320,Travel_Rarely,790,1489,1,40,2,2,Sales Executive,2,4599,7815,0,Y,Yes,23,4,80,0,16,2,4,15,9,10,10
321,Travel_Rarely,660,1492,4,76,3,1,Sales Representative,3,2404,16192,1,Y,No,13,3,80,1,1,3,3,1,0,0,0
322,Non-Travel,830,1495,4,78,3,1,Sales Representative,2,2033,7103,1,Y,No,13,3,80,1,1,2,3,1,0,0,0
323,Travel_Rarely,1246,1497,3,77,2,2,Sales Executive,3,8620,23757,1,Y,No,14,3,80,2,10,3,3,10,7,0,4
324,Travel_Rarely,571,1503,3,78,3,2,Sales Executive,3,4591,24200,3,Y,Yes,17,3,80,1,11,4,2,5,4,1,2
325,Travel_Frequently,467,1507,3,55,3,2,Sales Executive,1,4898,11827,0,Y,No,14,3,80,0,5,5,3,4,2,1,3
326,Travel_Rarely,228,1527,3,51,3,4,Manager,2,16606,11380,8,Y,No,12,3,80,1,23,2,4,13,12,5,1
327,Travel_Rarely,971,1535,4,64,2,3,Sales Executive,3,7083,12288,1,Y,Yes,14,3,80,0,10,3,3,10,9,8,6
328,Travel_Rarely,1440,1541,2,55,3,1,Sales Representative,3,2308,4944,0,Y,Yes,25,4,80,1,12,4,3,11,10,5,7
329,Travel_Rarely,1342,1548,1,47,3,2,Sales Executive,1,5473,19345,0,Y,No,12,3,80,0,9,5,4,8,4,7,1
330,Travel_Rarely,1402,1554,2,98,2,1,Sales Representative,3,2430,26204,0,Y,No,23,4,80,2,6,5,3,5,3,4,2
331,Travel_Rarely,1157,1556,3,70,3,1,Sales Representative,4,2644,17001,3,Y,Yes,21,4,80,0,7,3,2,3,2,1,2
332,Travel_Rarely,492,1557,3,96,3,2,Sales Executive,3,6439,13693,8,Y,No,14,3,80,1,18,2,3,8,7,7,7
333,Travel_Rarely,1242,1560,1,46,3,2,Sales Executive,1,6392,10589,2,Y,No,13,3,80,1,8,6,1,2,2,2,2
334,Travel_Rarely,740,1562,2,64,2,2,Sales Executive,1,9714,5323,1,Y,No,11,3,80,1,10,4,3,10,8,6,7
335,Travel_Rarely,1288,1568,3,33,3,3,Sales Executive,2,9250,17799,3,Y,No,12,3,80,1,9,3,3,4,2,1,3
336,Travel_Rarely,685,1578,3,60,2,5,Manager,4,19586,23037,1,Y,No,21,4,80,1,36,3,3,36,6,2,13
337,Travel_Rarely,1245,1582,3,80,3,2,Sales Executive,2,9924,12355,0,Y,No,11,3,80,1,10,3,3,9,8,7,7
338,Travel_Rarely,437,1583,2,90,3,2,Sales Executive,2,4198,16379,2,Y,No,12,3,80,0,8,5,4,3,2,1,2
339,Travel_Rarely,884,1585,2,73,3,2,Sales Executive,3,6815,21447,6,Y,No,13,3,80,0,15,5,3,1,0,0,0
340,Travel_Rarely,1462,1588,4,38,4,3,Sales Executive,3,8237,4658,2,Y,No,11,3,80,1,11,3,3,7,6,7,6
341,Travel_Rarely,264,1591,3,59,3,5,Manager,3,19331,19519,4,Y,Yes,16,3,80,1,27,2,3,1,0,0,0
342,Travel_Rarely,118,1598,4,84,3,2,Sales Executive,1,4639,11262,1,Y,No,15,3,80,1,5,2,3,5,4,1,2
343,Travel_Rarely,563,1602,4,56,4,4,Manager,1,17567,3156,1,Y,No,15,3,80,0,27,5,1,26,0,0,12
344,Non-Travel,336,1612,1,52,2,2,Sales Executive,1,4385,24162,1,Y,No,15,3,80,1,10,2,3,10,7,4,5
345,Travel_Frequently,715,1613,4,54,3,2,Sales Executive,1,5332,21602,7,Y,No,13,3,80,0,10,3,3,5,2,0,3
346,Travel_Frequently,544,1624,2,70,3,1,Sales Representative,4,1569,18420,1,Y,Yes,12,3,80,0,0,2,4,0,0,0,0
347,Travel_Rarely,737,1639,4,55,2,3,Sales Executive,1,10306,21530,9,Y,No,17,3,80,0,15,3,3,13,12,6,0
348,Travel_Rarely,763,1645,1,59,1,2,Sales Executive,4,5440,22098,6,Y,Yes,14,3,80,2,7,2,2,2,2,2,2
349,Travel_Rarely,469,1650,3,42,2,2,Sales Executive,3,5869,23413,9,Y,No,11,3,80,0,8,2,3,5,2,1,4
350,Travel_Rarely,1141,1657,3,31,3,1,Sales Representative,3,2783,13251,1,Y,No,19,3,80,0,2,3,3,2,2,2,2
351,Travel_Frequently,880,1667,4,36,3,2,Sales Executive,4,4581,10414,3,Y,Yes,24,4,80,0,13,2,4,11,9,6,7
352,Travel_Rarely,991,1669,1,43,2,2,Sales Executive,2,4187,3356,1,Y,Yes,13,3,80,1,10,3,2,10,0,0,9
353,Travel_Rarely,392,1670,4,93,3,2,Sales Executive,4,5505,3921,1,Y,No,14,3,80,2,6,5,3,6,2,0,4
354,Travel_Rarely,1112,1673,1,67,3,2,Sales Executive,4,5476,22589,1,Y,No,11,3,80,2,10,2,3,10,0,0,2
355,Travel_Rarely,1225,1676,2,47,4,4,Manager,2,15972,21086,6,Y,No,14,3,80,3,29,2,3,3,2,1,2
356,Travel_Rarely,1206,1678,4,80,3,3,Sales Executive,3,7082,11591,3,Y,Yes,16,3,80,0,21,2,3,2,0,0,2
357,Travel_Rarely,727,1680,4,54,3,1,Sales Representative,1,2728,21082,1,Y,No,11,3,80,0,2,3,3,2,2,0,2
358,Non-Travel,530,1681,3,36,3,2,Sales Executive,4,5368,16130,1,Y,Yes,25,4,80,1,7,2,3,6,5,1,2
359,Travel_Frequently,708,1691,4,95,3,1,Sales Representative,3,2655,11740,2,Y,Yes,11,3,80,2,19,3,3,9,7,7,7
360,Travel_Frequently,1278,1700,3,31,1,2,Sales Executive,4,9525,7677,1,Y,No,14,3,80,2,6,2,2,6,3,1,3
361,Travel_Rarely,427,1702,3,99,3,1,Sales Representative,4,2275,25103,1,Y,Yes,21,4,80,1,3,2,3,3,2,0,2
362,Travel_Rarely,1179,1706,4,73,3,2,Sales Executive,4,7847,6069,1,Y,Yes,17,3,80,1,10,3,3,10,9,8,8
363,Travel_Rarely,918,1708,4,35,3,3,Sales Executive,3,9241,15869,1,Y,No,12,3,80,0,10,3,3,10,8,8,7
364,Travel_Rarely,530,1710,3,51,3,2,Sales Representative,4,4502,7439,3,Y,No,15,3,80,0,17,2,2,13,7,6,7
365,Travel_Frequently,1093,1716,3,82,1,4,Sales Executive,3,12936,24164,7,Y,No,11,3,80,0,25,3,1,23,5,14,10
366,Non-Travel,543,1731,3,87,3,2,Sales Executive,2,4978,3536,7,Y,No,11,3,80,1,4,3,1,1,0,0,0
367,Travel_Rarely,1277,1732,3,74,3,3,Sales Executive,4,10368,5596,4,Y,Yes,12,3,80,1,13,5,2,10,6,0,3
368,Travel_Rarely,1456,1733,2,96,2,2,Sales Executive,1,6134,8658,5,Y,Yes,13,3,80,3,16,3,3,2,2,2,2
369,Travel_Rarely,964,1734,1,34,1,2,Sales Executive,2,6735,12147,6,Y,No,15,3,80,0,10,2,3,0,0,0,0
370,Travel_Rarely,371,1739,4,80,1,3,Sales Executive,3,9610,3840,3,Y,No,13,3,80,1,10,2,1,4,3,0,2
371,Travel_Rarely,611,1740,2,88,3,5,Manager,2,19833,4349,1,Y,No,14,3,80,0,21,3,2,21,8,12,8
372,Travel_Rarely,1003,1749,1,51,3,2,Sales Executive,3,8346,20943,1,Y,No,19,3,80,1,6,3,3,5,2,0,2
373,Travel_Rarely,428,1752,2,52,1,1,Sales Representative,2,2760,14630,1,Y,No,13,3,80,0,2,3,3,2,2,2,2
374,Travel_Rarely,979,1754,3,94,2,3,Sales Executive,1,7140,3088,2,Y,No,11,3,80,1,12,2,3,7,7,1,7
375,Non-Travel,1283,1756,4,62,3,2,Sales Executive,2,5147,10697,8,Y,No,15,3,80,0,13,2,2,11,7,1,7
376,Travel_Rarely,1313,1757,4,80,3,2,Sales Executive,4,4507,8191,3,Y,No,12,3,80,0,8,1,4,5,1,0,4
377,Travel_Rarely,211,1758,1,74,3,3,Sales Executive,1,8564,10092,2,Y,Yes,20,4,80,0,11,2,2,0,0,0,0
378,Travel_Rarely,1079,1761,1,70,3,3,Sales Executive,3,8161,19002,2,Y,No,13,3,80,3,10,2,3,1,0,0,0
379,Non-Travel,1375,1774,4,87,3,2,Sales Executive,3,4001,12313,1,Y,Yes,14,3,80,1,15,3,3,15,14,0,7
380,Travel_Rarely,511,1779,4,32,1,2,Sales Executive,4,6029,25353,5,Y,No,12,3,80,0,6,3,3,2,2,2,2
381,Travel_Rarely,337,1780,2,31,3,1,Sales Representative,2,2679,4567,1,Y,No,13,3,80,0,1,3,3,1,0,1,0
382,Travel_Rarely,196,1784,1,91,2,2,Sales Executive,4,5468,13402,1,Y,No,14,3,80,2,13,3,3,12,7,5,7
383,Travel_Rarely,589,1787,2,46,2,2,Sales Executive,2,4189,8800,1,Y,No,14,3,80,2,5,2,3,5,2,0,3
384,Travel_Rarely,303,1797,3,84,3,2,Sales Executive,4,5813,13492,1,Y,Yes,18,3,80,0,10,2,3,10,7,7,7
385,Non-Travel,849,1801,2,98,2,2,Sales Executive,2,7991,25166,8,Y,No,15,3,80,0,6,3,3,2,2,2,2
386,Travel_Frequently,766,1812,3,83,3,2,Sales Executive,4,4127,19188,2,Y,No,18,3,80,1,7,6,3,2,1,2,2
387,Travel_Rarely,796,1815,3,81,3,3,Sales Executive,3,10447,26458,0,Y,Yes,13,3,80,1,23,3,4,22,14,13,5
388,Travel_Rarely,810,1823,2,92,4,2,Sales Executive,3,6799,22128,1,Y,No,21,4,80,2,10,5,3,10,8,4,8
389,Non-Travel,350,1824,2,52,3,4,Manager,2,16291,22577,4,Y,No,22,4,80,1,37,0,2,16,9,14,14
390,Travel_Frequently,1125,1833,1,68,3,3,Sales Executive,1,9637,8277,2,Y,No,14,3,80,2,9,3,3,3,2,2,2
391,Travel_Rarely,723,1835,2,77,1,2,Sales Representative,4,5405,4244,2,Y,Yes,20,4,80,2,20,4,2,4,2,0,3
392,Travel_Rarely,572,1836,3,46,3,2,Sales Executive,4,4684,9125,1,Y,No,13,3,80,0,5,4,3,5,3,1,2
393,Non-Travel,589,1845,3,67,3,2,Sales Executive,3,5154,19665,4,Y,No,22,4,80,2,10,3,4,8,7,5,7
394,Travel_Frequently,1422,1849,1,92,3,2,Sales Executive,4,5675,19246,1,Y,No,20,4,80,1,7,5,3,7,7,7,7
395,Travel_Frequently,1318,1853,4,79,3,2,Sales Executive,4,4648,26075,8,Y,No,13,3,80,0,4,2,4,0,0,0,0
396,Travel_Rarely,414,1862,3,82,2,2,Sales Executive,2,9907,26186,7,Y,Yes,12,3,80,0,7,3,2,2,2,2,2
397,Travel_Rarely,1319,1863,1,45,4,4,Sales Executive,1,13225,7739,2,Y,No,12,3,80,1,25,5,3,19,17,2,8
398,Travel_Rarely,728,1864,2,36,2,2,Sales Representative,3,3540,7018,1,Y,No,21,4,80,1,9,5,3,9,8,5,8
399,Travel_Rarely,1254,1869,3,64,3,3,Sales Executive,2,7314,14011,5,Y,No,21,4,80,3,14,2,3,8,7,0,7
400,Travel_Rarely,1172,1875,2,78,3,1,Sales Representative,2,2856,3692,1,Y,No,19,3,80,1,1,3,3,1,0,0,0
401,Travel_Rarely,945,1876,2,89,3,1,Sales Representative,4,1081,16019,1,Y,No,13,3,80,0,1,3,2,1,0,0,0
402,Travel_Rarely,1266,1880,2,63,2,2,Sales Executive,3,5673,6060,1,Y,Yes,13,3,80,1,10,4,3,10,9,1,7
